text,AE
We report the case of a 27-year-old Indian woman who developed maculopapular rash and angioedema secondary to carbamazepine administration.,"['angioedema', 'maculopapular rash']"
Severe adenovirus pneumonia (AVP) following infliximab infusion for the treatment of Crohn's disease.,"['AVP', 'Severe adenovirus pneumonia']"
We report a case of severe AVP three weeks following the administration of infliximab for the treatment of Crohn's disease (CD).,['severe AVP']
First case of ivermectin-induced severe hepatitis.,['severe hepatitis']
"To our knowledge, this is the first case of ivermectin-induced severe liver disease published in the literature.",['severe liver disease']
"We report the case of a 20-year-old woman originally from Cameroon who was infected by the L. loa parasite and developed severe hepatitis, identified 1 month after a single dose of ivermectin.",['severe hepatitis']
"CASE REPORT: We hereby report a case of radiation recall dermatitis and myositis occurring on gemcitabine monotherapy, five months after completing chemoradiation for locally advanced pancreatic cancer.","['myositis', 'radiation recall dermatitis']"
CONCLUSIONS: This is the second case report that describes gemcitabine-induced radiation recall in rectus abdominus muscles after gemcitabine-based radiation therapy.,['radiation recall']
Gemcitabine-induced rectus abdominus radiation recall.,['rectus abdominus radiation recall']
Sporadic rippling muscle disease unmasked by simvastatin.,['Sporadic rippling muscle disease']
We report a 53-year-old-man who developed rippling muscle disease (RMD) 2 months after starting simvastatin therapy for hypercholesterolemia.,"['rippling muscle disease', 'RMD']"
Acute coronary syndrome induced by capecitabine therapy.,['Acute coronary syndrome']
This case highlights the possible development of acute coronary syndrome as a side effect of Capecitabine therapy.,['acute coronary syndrome']
"Acute severe intoxication with carbamazepine is associated with seizures, coma and respiratory depression.","['coma', 'respiratory depression', 'seizures']"
"After rechallenge with monotherapy pegvisomant, however, the hepatic enzyme disturbances reappeared within a few weeks, indicating that most likely pegvisomant alone and not the long-acting somatostatin analog or the combination of these two drugs was responsible for this case of drug-induced hepatitis.","['hepatic enzyme disturbances', 'hepatic enzyme disturbances', 'hepatitis']"
Drug-induced hepatitis in an acromegalic patient during combined treatment with pegvisomant and octreotide long-acting repeatable attributed to the use of pegvisomant.,"['hepatitis', 'hepatitis', 'hepatitis']"
The hepatic enzyme disturbances normalized after discontinuation of pegvisomant.,['hepatic enzyme disturbances']
We report on a patient with acromegaly who developed severe drug-induced hepatitis during combined treatment with the long-acting somatostatin-analog octreotide and the GH receptor antagonist pegvisomant.,"['hepatitis', 'hepatitis']"
"DIAGNOSIS: Severe temozolomide-induced immunosuppression, exacerbated by corticosteroids, with profound T-cell lymphocytopenia and simultaneous opportunistic infections with Pneumocystis jiroveci pneumonia, brain abscess with Listeria monocytogenes, and cutaneous Kaposi's sarcoma.","['brain abscess with Listeria monocytogenes', ""cutaneous Kaposi's sarcoma"", 'immunosuppression', 'infections with Pneumocystis jiroveci pneumonia', 'T-cell lymphocytopenia']"
"Listeria brain abscess, Pneumocystis pneumonia and Kaposi's sarcoma after temozolomide.","[""Kaposi's sarcoma"", 'Listeria brain abscess', 'Pneumocystis pneumonia']"
PURPOSE: Topiramate-induced angle-closure glaucoma (TiACG) is believed to be related to its sulfonamide moiety.,['angle-closure glaucoma']
Rapid resolution of topiramate-induced angle-closure glaucoma with methylprednisolone and mannitol.,"['angle-closure glaucoma', 'angle-closure glaucoma', 'angle-closure glaucoma']"
Spontaneous splenic infarction associated with sumatriptan use.,['Spontaneous splenic infarction']
"Though they are generally considered safe, there have been a few reports of myocardial infarction and stroke associated with triptan use.","['myocardial infarction', 'stroke']"
We report a patient who developed spontaneous splenic infarction after the use of sumatriptan for the treatment of migraine headache.,['spontaneous splenic infarction']
Acute myocardial infarction during high-dose methylprednisolone therapy for Graves' ophthalmopathy.,['Acute myocardial infarction']
"Except hypothyroidism after radioiodine treatment (euthyroid under substitutional therapy), she suffered from no other diseases.",['hypothyroidism']
"Here we present the case of a woman who received high doses of methylprednisolone (1 g iv daily) for active Graves' ophthalmopathy, and developed severe hypertension followed by myocardial infarction on the fifth day of treatment.","['myocardial infarction', 'severe hypertension']"
"We conclude that myocardial infarction may develop in patients treated with high-dose glucocorticoids for Graves' ophthalmopathy, and increased blood pressure may herald this complication.",['myocardial infarction']
"Five days after the fourth dose of vincristine, she presented with bilateral ptosis.",['bilateral ptosis']
Vincristine induced cranial polyneuropathy.,['cranial polyneuropathy']
We describe a 5-year-old girl showed recovery of vincristine induced cranial polyneuropathy with pyridoxine and pyridostigmine treatment.,['cranial polyneuropathy']
"Acute generalized exanthematous pustulosis caused by morphine, confirmed by positive patch test and lymphocyte transformation test.",['Acute generalized exanthematous pustulosis']
"Morphine, an opium alkaloid, frequently causes side effects such as hyperhidrosis and facial flushing, but serious cutaneous adverse drug reactions are seldom observed.","['facial flushing', 'hyperhidrosis']"
We describe a case of a man treated with an EGFR-inhibitor (erlotinib) for a cell lung cancer who developed skin manifestations localized in an uncommon area and with an atypical evolution.,['skin manifestations']
Olanzapine-associated neuroleptic malignant syndrome.,['neuroleptic malignant syndrome']
Allergic contact angioedema to benzoyl peroxide.,['Allergic contact angioedema']
"Factors that suggested an association between the severe angioedematous reaction and BP topical application include the strong reaction to BP in the patch-test, the temporal relationship, the complete resolution of symptoms after the drug was withdrawn and the absence of other identified explanations.",['severe angioedematous reaction']
A 35-year-old woman presented with neurotoxicity correlated to an i.v. regimen of 5-fluorouracil as episodes of acute confusional state and abnormalities of symmetrically restricted diffusion in the periventricular white matter and corpus callosum.,"['acute confusional state', 'neurotoxicity']"
Reversible findings of restricted diffusion in 5-fluorouracil neurotoxicity.,['neurotoxicity']
It may cause a severe adverse drug reaction with multiorgan involvement known as dapsone hypersensitivity syndrome.,['hypersensitivity syndrome']
Severe dapsone hypersensitivity syndrome.,['hypersensitivity syndrome']
We report the case of a 21-year-old female patient with dapsone hypersensitivity syndrome.,['hypersensitivity syndrome']
Anaphylaxis to intrathecal diamorphine.,['Anaphylaxis']
We believe this is the first report of intrathecal diamorphine causing anaphylaxis.,['anaphylaxis']
"We highlight two instances of systemic allergic reaction, and discuss the potential side effects of local aprotinin injections in the orthopaedic setting as well as the evidence base for its use.",['systemic allergic reaction']
"METHOD: Case analysis of a poly-drug overdose (venlafaxine, topiramate, divalproex sodium, risperidone, and carbamazepine) presenting with mixed SS/NMS features and whose clinical management suggests a practical algorithm for treatment of undifferentiated SS/NMS in critical care settings.","['NMS', 'NMS', 'NMS', 'NMS', 'NMS', 'SS', 'SS', 'SS', 'SS', 'SS']"
"Fever and maculopapular rashes appeared at 10 days after phenytoin initiation, and then the drug was discontinued.","['Fever', 'maculopapular rashes']"
Localized purpura associated with lamotrigine.,['Localized purpura']
This case study is the second report of localized purpura after prolonged lamotrigine treatment suggesting this may be an atypical lamotrigine-induced drug reaction.,['localized purpura']
This report describes a 13-year-old female with a right frontal high-grade glioma and complex partial seizures who developed localized purpura after 23 months of lamotrigine monotherapy.,['localized purpura']
Acute renal failure during lisinopril and losartan therapy for proteinuria.,"['Acute renal failure', 'Acute renal failure']"
This report describes a case of acute compromise of renal function associated with hypotension in a 7-year-old boy treated with the ACE inhibitor lisinopril and the ARB losartan.,"['hypotension', 'hypotension']"
Bronchiolitis obliterans with organizing pneumonia after rituximab therapy for non-Hodgkin's lymphoma.,['Bronchiolitis obliterans with organizing pneumonia']
"Moreover, these findings suggest that the incidence of BOOP following rituximab therapy may be higher than has been previously appreciated.",['BOOP']
"This is the first reported case of BOOP associated with single-agent rituximab, and along with two other patients we describe, as well as two prior reports of BOOP in NHL patients receiving rituximab-based combinations, strengthens the possibility of a causal relationship.","['BOOP', 'BOOP']"
"We describe a case of an NHL patient who received rituximab and developed symptomatic, biopsy-proven multinodular bronchiolitis obliterans with organizing pneumonia (BOOP).",['bronchiolitis obliterans with organizing pneumonia']
"Despite a very low complication rate, several severe arterial thrombotic events have been reported following thrombin injection of pseudoaneurysms.",['severe arterial thrombotic events']
Lower extremity arterial thrombosis following sonographically guided thrombin injection of a femoral pseudoaneurysm.,['arterial thrombosis']
"Native arterial thrombosis, though recognized as a severe complication of thrombin injection, has not been well described in the literature.",['arterial thrombosis']
We report a case of successful surgical management of arterial thrombosis after percutaneous thrombin injection of a femoral artery pseudoaneurysm in a 69-year-old woman.,['arterial thrombosis']
A small number of oxaliplatin-related hemolytic and/or thrombocytopenic reactions have been reported.,['hemolytic and/or thrombocytopenic reactions']
Hemolytic uremic syndrome following the infusion of oxaliplatin: case report.,['Hemolytic uremic syndrome']
"We present a case of hemolytic-uremic syndrome that developed during the 4th cycle of combination chemotherapy with oxaliplatin, 5-fluorouracil and leucovorin.","['hemolytic-uremic syndrome', 'hemolytic-uremic syndrome', 'hemolytic-uremic syndrome']"
"First, a review of the literature produced 41 anecdotic cases of neutropenia or agranulocytosis during treatment with olanzapine (Zyprexa) reported in a total of 24 publications.","['agranulocytosis', 'agranulocytosis', 'neutropenia', 'neutropenia']"
Neutropenia and agranulocytosis are risks known to occur with phenothiazines and clozapine.,"['agranulocytosis', 'agranulocytosis', 'Neutropenia', 'Neutropenia']"
"Second, we report a case of neutropenia, which proved to be fatal in a schizophrenia patient receiving olanzapine and thiazide.","['neutropenia', 'neutropenia']"
Thus any case of severe neutropenia occurring in a patient receiving olanzapine is alarming to clinicians.,['severe neutropenia']
We present a depressive patient who developed mild parkinsonian signs and camptocormia after the introduction of olanzapine.,"['camptocormia', 'mild parkinsonian signs']"
"Five months after initiating mirtazapine therapy, she developed symptomatic hyponatremia.",['symptomatic hyponatremia']
"In this case, unlike those previously reported, hyponatremia recurred 5 months after switching from citalopram to mirtazapine, which is believed to be a safe antidepressant.","['hyponatremia', 'hyponatremia']"
Recurrent hyponatremia associated with citalopram and mirtazapine.,"['Recurrent hyponatremia', 'Recurrent hyponatremia']"
A 43-year-old woman with multiple sclerosis (MS) had nephrotic syndrome 21 months after starting treatment with interferon (IFN)-beta-1b (subcutaneous administration).,['nephrotic syndrome']
"Because nephrotic syndrome may be induced by IFN therapy, the IFN was stopped.","['nephrotic syndrome', 'nephrotic syndrome']"
Nephrotic syndrome associated with interferon-beta-1b therapy for multiple sclerosis.,['Nephrotic syndrome']
"Though proteinuria and nephrotic syndrome is a rare adverse effect of IFN-beta-1b therapy, physicians treating MS patients with this agent should pay careful attention to new clinical symptoms and laboratory findings.","['nephrotic syndrome', 'proteinuria']"
A 70-year-old man was admitted to our hospital because of dyspnea after taking an antihistaminic agent (homochlorcyclizine hydrochloride) for itching.,['dyspnea']
"Acute eosinophilic pneumonia caused by calcium stearate, an additive agent for an oral antihistaminic medication.",['Acute eosinophilic pneumonia']
"Therefore, we concluded that this patient's pulmonary disease was caused by calcium stearate, an additive for an antihistaminic drug.",['pulmonary disease']
Scleritis complicating zoledronic acid infusion.,['Scleritis']
We present a case of severe unilateral posterior scleritis associated with zoledronic acid administration that was recognized and treated in a timely manner.,['severe unilateral posterior scleritis']
Late lethal hepatitis B virus reactivation after rituximab treatment of low-grade cutaneous B-cell lymphoma.,['hepatitis B virus reactivation']
Several such HBV reactivations were reported after combined rituximab and multiagent chemotherapy for B-cell lymphomas.,['HBV reactivations']
This is the first case of HBV reactivation occurring during the year following rituximab monotherapy in the absence of any other immunosuppressive factor.,['HBV reactivation']
An intertrigo-like eruption from pegylated liposomal doxorubicin.,['intertrigo-like eruption']
This eruption appears to be a distinct cutaneous toxicity of PLD.,['eruption']
We report the case of a 60-year-old woman who developed erythema and erosions in the axilla and groin while on PLD for breast cancer.,"['erosions in the axilla and groin', 'erythema']"
Herein is reported an unusual case of coexistent warfarin-induced skin necrosis and heparin-induced thrombocytopenia following mitral valve replacement for thromboembolic phenomena associated with marantic endocarditis and bronchial adenocarcinoma.,"['skin necrosis', 'thrombocytopenia']"
Warfarin-induced skin necrosis and heparin-induced thrombocytopenia following mitral valve replacement for marantic endocarditis.,"['skin necrosis', 'thrombocytopenia']"
"Exposure of the fetus to indomethacin by administration of the drug to the mother may cause many side effects, including premature closure of the ductus arteriosus.",['premature closure of the ductus arteriosus']
Hypoxia is a predisposing factor for premature ductal closure and often occurs after maternal indomethacin therapy.,"['Hypoxia', 'premature ductal closure']"
Premature closure of the ductus arteriosus: variable response among monozygotic twins after in utero exposure to indomethacin.,['Premature closure of the ductus arteriosus']
This selective closure of the ductus arteriosus suggests that the affected twin was predisposed to hypoxia and thus was more susceptible to ductal closure in response to indomethacin exposure.,"['ductal closure', 'hypoxia']"
CONCLUSION: These cases suggest that moxifloxacin may interfere with the healing of corneal ulcers.,['corneal ulcers']
RESULTS: Both cases presented here describe corneal ulcers that persisted and showed signs of worsening during weeks of frequent topical dosing with moxifloxacin.,['corneal ulcers']
Severe corneal toxicity after topical fluoroquinolone therapy: report of two cases.,['Severe corneal toxicity']
Acute generalized exanthematous pustulosis induced by nimesulide.,['Acute generalized exanthematous pustulosis']
We report a case of acute generalized exanthematous pustulosis (AGEP) in a 50-year-old woman that was attributed to the ingestion of nimesulide.,"['acute generalized exanthematous pustulosis', 'AGEP']"
"DISCUSSION: Amphotericin B deoxycholate has been reported to produce significant cardiac toxicity, with ventricular arrhythmias and bradycardia reported in overdoses in children and in adults with preexisting cardiac disease, even when administered in conventional dosages and infusion rates.","['bradycardia', 'cardiac toxicity', 'ventricular arrhythmias']"
OBJECTIVE: To report the clinical course of a woman with cryptococcal meningitis and no previous cardiac disease who developed a fatal cardiac arrhythmia after an acute overdose of amphotericin B and to review its toxicity.,['fatal cardiac arrhythmia']
Use of the Naranjo probability scale indicated a highly probable relationship between the observed cardiac toxicity and amphotericin B deoxycholate therapy in this patient.,['cardiac toxicity']
The authors describe a case of valvular heart disease in a 48-year-old woman receiving benfluorex (150 mg t.i.d. for 8 years) and leading to surgical mitral valve replacement.,['valvular heart disease']
Valvular heart disease in a patient taking benfluorex.,['Valvular heart disease']
Tacrolimus-induced HUS: an unusual cause of acute renal failure in nephrotic syndrome.,"['acute renal failure', 'HUS']"
"Thus, tacrolimus-induced HUS is a rare cause of ARF in nephrotic syndrome.","['ARF', 'HUS']"
Liver transplantation for fulminant hepatitis related to nevirapine therapy.,['fulminant hepatitis']
We describe a detailed case of fulminant hepatitis induced by nevirapine (Viramune) and treated by liver transplantation.,"['fulminant hepatitis', 'fulminant hepatitis']"
Cholelithiasis and thrombosis of the central retinal vein in a renal transplant recipient treated with cyclosporin.,"['Cholelithiasis', 'thrombosis of the central retinal vein']"
"In this report, a patient who had undergone a renal transplantation as a result of malignant hypertension, and who was on immunosuppressive therapy consisting of cyclosporin, prednisone and azathioprine, developed thrombosis of the central retinal vein 5 years following the transplantation.","['thrombosis', 'thrombosis', 'thrombosis']"
The use of cyclosporin has been associated with the development of cholelithiasis in transplant recipients.,['cholelithiasis']
Hepatotoxicity induced by cyproterone acetate: a report of three cases.,['Hepatotoxicity']
"Three male patients aged 78-83 years are presented, in whom severe hepatotoxic reactions emerged after CPA administration.",['severe hepatotoxic reactions']
"CASE PRESENTATION: Three cases of Leishmania infantum leishmaniasis in corticosteroid (CS)-treated patients are reported: an isolated lingual leishmaniasis in a farmer treated with CS for asthma, a severe visceral leishmaniasis associated with cutaneous lesions in a woman with myasthenia gravis, and a visceral involvement after cutaneous leishmaniasis in a man receiving CS.","['cutaneous leishmaniasis', 'Leishmania infantum leishmaniasis', 'Leishmania infantum leishmaniasis', 'lingual leishmaniasis', 'lingual leishmaniasis']"
Leishmania infantum leishmaniasis in corticosteroid--treated patients.,['Leishmania infantum leishmaniasis']
"However, an association of Ritalin with glaucoma has been reported.",['glaucoma']
Large dose of methylphenidate may cause cataract and glaucoma.,"['cataract', 'glaucoma']"
Methylphenidate (Ritalin)-associated cataract and glaucoma.,"['cataract', 'cataract', 'glaucoma', 'glaucoma']"
We report a case of Ritalin-associated cataract and glaucoma.,"['cataract', 'glaucoma']"
CONCLUSIONS: We report a typical symptoms of Charles-Bonnet syndrome (CBS) in patients with severe AMD after intravitreal Avastin-injections.,"['CBS', 'Charles-Bonnet syndrome']"
"PURPOSE: To describe transient structured visual hallucinations in a patient with vascular age-related macular degeneration (AMD), following an intravitreal Avastin-injection.",['transient structured visual hallucinations']
Visual hallucinations after intravitreal injection of bevacizumab in vascular age-related macular degeneration.,['Visual hallucinations']
A case of metoclopramide-induced oculogyric crisis in a 16-year-old girl with cystic fibrosis.,['oculogyric crisis']
A case of oculogyric crisis induced by metoclopramide is described in this paper.,['oculogyric crisis']
"However, cyclosporine dependency is associated with the risk of nephrotoxicity.",['nephrotoxicity']
"Quinapril is an angiotensin-converting enzyme inhibitor (ACE-inhibitor) and overdose can lead to prolonged hypotension and, less frequently, transient renal impairment.","['prolonged hypotension', 'transient renal impairment']"
Cardiac hypersensitivity and myopericarditis have been reported during long-term treatment with mesalazine.,"['Cardiac hypersensitivity', 'myopericarditis']"
"We report the case of a man, treated with mesalazine for Crohn's disease who developed drug-induced pericarditis.",['pericarditis']
Acute drug induced hepatitis due to erlotinib.,['hepatitis']
CASE REPORT: We report a case of acute severe hepatitis resulting from erlotinib monotherapy in a patient with locally advanced pancreatic cancer.,['acute severe hepatitis']
CONCLUSIONS: Acute severe hepatitis though rare is occasionally observed with EGFR inhibitors gefitinib or erlotinib.,"['Acute severe hepatitis', 'Acute severe hepatitis']"
Hepatotoxicity resolved once erlotinib was discontinued and serum transaminases returned to baseline normal values.,['Hepatotoxicity']
RESULTS: A clinical diagnosis of fixed drug eruption owing to use of the PDE5 inhibitor tadalafil (Cialis) was made.,"['fixed drug eruption', 'fixed drug eruption']"
"Even though only a few cases of this adverse event have been reported in the literature, severe docetaxel-induced pulmonary toxicity needs to be considered in the differential diagnosis when such patients present with respiratory symptoms.",['pulmonary toxicity']
Fatal interstitial pneumonitis associated with docetaxel administration in a patient with hormone-refractory prostate cancer.,['Fatal interstitial pneumonitis']
The case is presented of a 72-year-old man with hormone-refractory prostate cancer and weekly administration of 30 mg/m2 docetaxel who developed subacute interstitial pneumonitis-related pulmonary fibrosis after seven doses and died despite mechanical ventilation and high-dose corticosteroid treatment.,['subacute interstitial pneumonitis-related pulmonary fibrosis']
The patient presented with fulminant microangiopathic hemolytic anemia and thrombocytopenia within 48 hr of initiating therapy with trimethoprim-sulfamethoxazole.,"['fulminant microangiopathic hemolytic anemia', 'fulminant microangiopathic hemolytic anemia', 'thrombocytopenia', 'thrombocytopenia']"
Thrombotic thrombocytopenic purpura induced by trimethoprim-sulfamethoxazole in a Jehovah's Witness.,"['Thrombotic thrombocytopenic purpura', 'Thrombotic thrombocytopenic purpura']"
"We report a case of Thrombotic Thrombocytopenic Purpura occurring as an allergic response to trimethoprim-sulfamethoxazole therapy (Bactrim, Septra) in a Jehovah's Witness patient.","['Thrombotic Thrombocytopenic Purpura', 'Thrombotic Thrombocytopenic Purpura']"
Juvenile absence epilepsy exacerbated by valproic acid.,['Juvenile absence epilepsy']
"This report describes a case of paradoxical, intravenous valproic acid-induced seizure exacerbation in a child with juvenile absence epilepsy, documented by video-electroencephalography.","['seizure exacerbation', 'seizure exacerbation']"
Acute endophthalmitis following intravitreal bevacizumab (Avastin) injection.,"['Acute endophthalmitis', 'Acute endophthalmitis']"
CONCLUSIONS: Infectious endophthalmitis is a potential complication of intravitreal bevacizumab injection.,['Infectious endophthalmitis']
METHODS: Two patients with exudative age-related macular degeneration were treated sequentially with an intravitreal injection of bevacizumab and developed signs of severe but painless infectious endophthalmitis 2 days later.,"['age-related macular degeneration', 'painless infectious endophthalmitis']"
PURPOSE: To report two cases of acute endophthalmitis following intravitreal bevacizumab injection.,['acute endophthalmitis']
Pulmonary hypertension during lithium therapy: clinical case study.,['Pulmonary hypertension']
"The authors presented a case of pulmonary hypertension during lithium therapy, while she has been on lithium for 6 years.",['pulmonary hypertension']
This is the first report of pulmonary hypertension in an adult patient during lithium therapy.,['pulmonary hypertension']
"The patient's arthritis flared after the second infusion of infliximab, which was discontinued.",['arthritis']
"A 32-year-old man with a family history of type 2 diabetes mellitus presented with circulatory collapse and deep coma after 9 days of treatment with perospirone hydrochloride, a recently developed atypical antipsychotic agent available only in Japan.","['circulatory collapse', 'deep coma']"
The risk of new-onset diabetic ketoacidosis in patients with diabetic risk factors who are taking perospirone hydrochloride or other atypical antipsychotics should be kept in mind.,['diabetic ketoacidosis']
Fatal venous thrombembolism complicating imatinib therapy in a patient with metastatic gastrointestinal stromal tumor.,['Fatal venous thrombembolism']
"The possibility of deep vein thrombosis caused by the compression of the veins by necrotic tumor should be considered in patients with abdominal or pelvic metastases of GIST, including patients treated with imatinib.",['deep vein thrombosis']
We describe the case of a 50-year-old woman with advanced non-small cell lung cancer who developed status epilepticus shortly after receiving cisplatin and gemcitabine chemotherapy.,"['status epilepticus', 'status epilepticus']"
"Of particular interest in this patient is the fluctuation of the QT interval at a stable dose of methadone, suggesting that a single normal electrocardiogram (ECG) does not guarantee that the patient is not at risk of ventricular arrhythmias.",['fluctuation of the QT interval']
We present a case report of a patient who developed a prolonged QT while being treated with oral methadone for a chronic pain syndrome.,['prolonged QT']
"AIMS: To present a case of piloerection after replacing fluvoxamine maleate with milnacipran hydrochloride, and to analyse this effect based on receptor occupancy theory.","['piloerection', 'piloerection']"
CONCLUSIONS: The piloerection observed after the replacement of fluvoxamine with milnacipran in this patient appears to have been due to an increase in the alpha(1)-adrenoceptor occupancy by endogenous norepinephrine induced by milnacipran.,"['piloerection', 'piloerection']"
Piloerection induced by replacing fluvoxamine with milnacipran.,"['Piloerection', 'Piloerection']"
"CASE PRESENTATION: We report a patient with CF who developed recurrent eosinophilia and severe persistent bronchospasm following repeated administration of preservative-free tobramycin by inhalation, beginning at 16 months of age.","['recurrent eosinophilia', 'severe persistent bronchospasm']"
CONCLUSION: Hypersensitivity reaction should be considered in patients who develop recurrent eosinophilia and deterioration of pulmonary function following the use of tobramycin by inhalation or by intravenous administration.,"['deterioration of pulmonary function', 'recurrent eosinophilia']"
Inhaled tobramycin solution-associated recurrent eosinophilia and severe persistent bronchospasm in a patient with cystic fibrosis: a case report.,"['recurrent eosinophilia', 'severe persistent bronchospasm']"
"The most serious dental side effect of bisphosphonate treatment (particularly when it is administered intravenously) is, paradoxically, osteonecrosis of the mandible or the maxilla represented by exposed nonhealing bone.",['osteonecrosis of the mandible']
"Adverse effects of amiodarone including pulmonary toxicity, hepatotoxicity, aggravation of arrhythmia, and thyroid diseases are well understood.","['aggravation of arrhythmia', 'hepatotoxicity', 'pulmonary toxicity', 'thyroid diseases']"
"Pancreatitis is a very rare adverse effect associated with the use of amiodarone, and only four cases of amiodarone-induced pancreatitis have been reported in literature.","['Pancreatitis', 'pancreatitis']"
"Under the suspicion of amiodarone-induced acute pancreatitis, amiodarone was substituted by propafenone.",['acute pancreatitis']
We report a patient who developed acute pancreatitis during amiodarone therapy.,['acute pancreatitis']
DISCUSSION: To our knowledge this is the first reported case of tuberculous uveitis following treatment with etanercept.,['tuberculous uveitis']
Tuberculous uveitis after treatment with etanercept.,['Tuberculous uveitis']
We report the first case of tuberculous uveitis due to etanercept.,['tuberculous uveitis']
A complex pattern of melanonychia and onycholysis after treatment with pemetrexed for lung cancer.,"['melanonychia', 'onycholysis']"
"Infliximab and its serious adverse effects are discussed, and other cases of osteomyelitis with infliximab use are also reviewed.","['osteomyelitis', 'osteomyelitis']"
Osteomyelitis occurring during infliximab treatment of severe psoriasis.,['Osteomyelitis']
"Based on the Naranjo probability scale, serotonin syndrome was a probable adverse reaction associated with co-administration of citalopram and fentanyl.","['serotonin syndrome', 'serotonin syndrome']"
"CASE SUMMARY: A 65-year-old patient chronically treated with the selective serotonin reuptake inhibitor (SSRI) citalopram developed confusion, agitation, tachycardia, tremors, myoclonic jerks and unsteady gait, consistent with serotonin syndrome, following initiation of fentanyl, and all symptoms and signs resolved following discontinuation of fentanyl.","['agitation', 'agitation', 'agitation', 'confusion', 'confusion', 'confusion', 'myoclonic jerks', 'myoclonic jerks', 'myoclonic jerks', 'serotonin syndrome', 'serotonin syndrome', 'serotonin syndrome', 'tachycardia', 'tachycardia', 'tachycardia', 'tremors', 'tremors', 'tremors', 'unsteady gait', 'unsteady gait', 'unsteady gait']"
CONCLUSION: Healthcare professionals should be aware of the possible development of serotonin syndrome as a complication of initiation of fentanyl and other phenylpiperidine opioids in patients treated with SSRIs.,['serotonin syndrome']
"OBJECTIVE: To report a case of serotonin syndrome associated with interaction between fentanyl and citalopram, as evidenced by medication history, clinical features and reversal following discontinuation of fentanyl.","['serotonin syndrome', 'serotonin syndrome', 'serotonin syndrome']"
Serotonin syndrome caused by interaction between citalopram and fentanyl.,"['Serotonin syndrome', 'Serotonin syndrome']"
Renal failure after high-dose methotrexate in a child homozygous for MTHFR C677T polymorphism.,['Renal failure']
We report the case of an 11-year-old female treated for mediastinal T-cell lymphoma who presented renal failure following the second cycle of high-dose methotrexate (HDMTX).,"['renal failure', 'renal failure']"
Docetaxel induced Meibomian duct inflammation and blockage is the likely cause of this presentation in a patient with no history of eyelid masses in the past.,['Meibomian duct inflammation and blockage']
Docetaxel-induced Meibomian duct inflammation and blockage leading to chalazion formation.,"['chalazion', 'Meibomian duct inflammation and blockage']"
We report a 71-year male with castration-resistant metastatic prostate cancer who was treated with weekly docetaxel for 12 weeks and developed significant eye irritation and dryness during treatment.,['eye irritation and dryness']
A case of recall pneumonitis induced by gemcitabine is reported.,['recall pneumonitis']
"After having received gemcitabine on day 1 of the second course, the patient developed dry cough, subfebrile temperatures and dyspnea within 48 h.","['dry cough', 'dyspnea', 'subfebrile temperatures']"
CONCLUSION: Gemcitabine-induced recall pneumonitis is a rarely reported phenomenon and should be taken into account even after extended time interval to the previous radiotherapy.,['recall pneumonitis']
Radiation recall pneumonitis induced by gemcitabine.,['Radiation recall pneumonitis']
"CONCLUSIONS: For all patients with vancomycin-induced neutropenia, possible cross-reactivity of teicoplanin should be monitored.",['neutropenia']
"However, a new episode of neutropenia, with a WBC count of 2.8 x 10(3)/mm3 and ANC of 0.448 x 10(3)/mm3, occurred 11 days after teicoplanin initiation.",['neutropenia']
OBJECTIVE: To report teicoplanin-related neutropenia that developed after an episode of neutropenia induced by vancomycin therapy.,"['neutropenia', 'neutropenia']"
Teicoplanin-induced agranulocytosis that followed vancomycin-induced agranulocytosis suggests a possible cross-reactivity between the 2 drugs.,"['agranulocytosis', 'agranulocytosis']"
OBSERVATIONS: A 48-year-old woman presented with disfiguring facial edema 10 weeks after she began antiviral therapy with peginterferon alfa-2a and ribavirin for chronic hepatitis C infection.,"['disfiguring facial edema', 'disfiguring facial edema']"
Tumor-volume increase at beginning of primary treatment with topical interferon alpha 2-beta in a case of conjunctiva-cornea intraepithelial neoplasia.,['Tumor-volume increase']
"Flecainide overdose can rapidly result in profound cardiovascular collapse, and is associated with a relatively high mortality.",['cardiovascular collapse']
Managing cardiovascular collapse in severe flecainide overdose without recourse to extracorporeal therapy.,['cardiovascular collapse']
Ezetimibe-induced acute pancreatitis.,['acute pancreatitis']
"Since its FDA approval in 2002, there are no known citations of ezetimibe-induced pancreatitis.",['pancreatitis']
Selective estrogen receptor modulator raloxifene-associated aggravation of nonalcoholic steatohepatitis.,['aggravation of nonalcoholic steatohepatitis']
This is the first histologically confirmed case of NASH that was aggravated by raloxifene.,['NASH']
Hypersensitivity pneumonitis-like syndrome associated with the use of lenalidomide.,['Hypersensitivity pneumonitis-like syndrome']
"In this report, we describe a patient receiving lenalidomide in whom dyspnea, fever, hypoxia, and diffuse pulmonary infiltrates developed.","['diffuse pulmonary infiltrates', 'dyspnea', 'fever', 'hypoxia']"
Physicians should be cognizant of this potential complication in patients receiving thalidomide or thalidomide-like drugs who present with fever and pulmonary infiltrates and fail to improve despite treatment with broad-spectrum antibiotics.,"['fever', 'pulmonary infiltrates']"
"Thus, the patient's clinical course and workup strongly support a diagnosis of lenalidomide-induced hypersensitivity pneumonitis-like syndrome.",['hypersensitivity pneumonitis-like syndrome']
Intravitreal triamcinolone may have had an influence on the exacerbation of retinochoroiditis in the posterior pole of the patient.,['exacerbation of retinochoroiditis']
